title,release_year,runtime,genre,rating,gross(M)
Sleuth,1972,138,Mystery,8,4.08
Sleuth,1972,138,Thriller,8,4.08
"Quo Vadis, Aida?",2020,101,Drama,8,0
"Quo Vadis, Aida?",2020,101,History,8,0
"Quo Vadis, Aida?",2020,101,War,8,0
Ivan's Childhood,1962,95,Drama,8,0
Ivan's Childhood,1962,95,War,8,0
La strada,1954,108,Drama,8,0
Departures,2008,130,Drama,8,1.5
The Wild Pear Tree,2018,188,Drama,8,0.03
"Goodbye, Children",1987,104,Drama,8,4.54
"Goodbye, Children",1987,104,War,8,4.54
The Exter  ating Angel,1962,95,Drama,8,0
The Exter  ating Angel,1962,95,Fantasy,8,0
Kind Hearts and Coronets,1949,106,Comedy,8,0
Kind Hearts and Coronets,1949,106,Crime,8,0
Central Station,1998,110,Drama,8,5.6
"Spring, Summer, Fall, Winter... and Spring",2003,103,Drama,8,2.38
"Spring, Summer, Fall, Winter... and Spring",2003,103,Romance,8,2.38
Sanjuro,1962,96,Action,8,0
Sanjuro,1962,96,Drama,8,0
Sanjuro,1962,96,Thriller,8,0
Haider,2014,160,Action,8,0.9
Haider,2014,160,Crime,8,0.9
Haider,2014,160,Drama,8,0.9
The Shop Around the Corner,1940,99,Comedy,8,0.2
The Shop Around the Corner,1940,99,Drama,8,0.2
The Shop Around the Corner,1940,99,Romance,8,0.2
Elite Squad 2: The Enemy Within,2010,115,Action,8,0.1
Elite Squad 2: The Enemy Within,2010,115,Crime,8,0.1
Elite Squad 2: The Enemy Within,2010,115,Drama,8,0.1
M.S. Dhoni: The Untold Story,2016,184,Biography,8,1.78
M.S. Dhoni: The Untold Story,2016,184,Drama,8,1.78
M.S. Dhoni: The Untold Story,2016,184,Sport,8,1.78
Tae Guk Gi: The Brotherhood of War,2004,140,Action,8,1.11
Tae Guk Gi: The Brotherhood of War,2004,140,Drama,8,1.11
Tae Guk Gi: The Brotherhood of War,2004,140,War,8,1.11
"Rome, Open City",1945,103,Drama,8,0
"Rome, Open City",1945,103,Thriller,8,0
"Rome, Open City",1945,103,War,8,0
G.O.R.A.,2004,127,Adventure,8,0
G.O.R.A.,2004,127,Comedy,8,0
G.O.R.A.,2004,127,Sci-Fi,8,0
Winter Light,1963,81,Drama,8,0
Andaz Apna Apna,1994,160,Action,8,0
Andaz Apna Apna,1994,160,Comedy,8,0
Andaz Apna Apna,1994,160,Romance,8,0
"Carry On, Munna Bhai",2006,144,Comedy,8,2.22
"Carry On, Munna Bhai",2006,144,Drama,8,2.22
"Carry On, Munna Bhai",2006,144,Romance,8,2.22
Special 26,2013,144,Crime,8,1.08
Special 26,2013,144,Drama,8,1.08
Special 26,2013,144,Thriller,8,1.08
The Breath,2009,128,Action,8,0
The Breath,2009,128,Drama,8,0
The Breath,2009,128,Thriller,8,0
Vizontele,2001,110,Comedy,8,0
Vizontele,2001,110,Drama,8,0
John Wick: Chapter 4,2023,169,Action,7.9,0
John Wick: Chapter 4,2023,169,Crime,7.9,0
John Wick: Chapter 4,2023,169,Thriller,7.9,0
Titanic,1997,194,Drama,7.9,659.33
Titanic,1997,194,Romance,7.9,659.33
Avatar,2009,162,Action,7.9,760.51
Avatar,2009,162,Adventure,7.9,760.51
Avatar,2009,162,Fantasy,7.9,760.51
Puss in Boots: The Last Wish,2022,102,Animation,7.9,168.46
Puss in Boots: The Last Wish,2022,102,Adventure,7.9,168.46
Puss in Boots: The Last Wish,2022,102,Comedy,7.9,168.46
Arrival,2016,116,Drama,7.9,100.55
Arrival,2016,116,Mystery,7.9,100.55
Arrival,2016,116,Sci-Fi,7.9,100.55
Fantastic Mr. Fox,2009,87,Animation,7.9,21
Fantastic Mr. Fox,2009,87,Adventure,7.9,21
Fantastic Mr. Fox,2009,87,Comedy,7.9,21
Iron Man,2008,126,Action,7.9,318.41
Iron Man,2008,126,Adventure,7.9,318.41
Iron Man,2008,126,Sci-Fi,7.9,318.41
Knives Out,2019,130,Comedy,7.9,165.36
Knives Out,2019,130,Crime,7.9,165.36
Knives Out,2019,130,Drama,7.9,165.36
Edge of Tomorrow,2014,113,Action,7.9,100.21
Edge of Tomorrow,2014,113,Adventure,7.9,100.21
Edge of Tomorrow,2014,113,Sci-Fi,7.9,100.21
The Perks of Being a Wallflower,2012,103,Drama,7.9,17.74
Mulholland Drive,2001,147,Drama,7.9,7.22
Mulholland Drive,2001,147,Mystery,7.9,7.22
Mulholland Drive,2001,147,Thriller,7.9,7.22
True Romance,1993,119,Crime,7.9,12.28
True Romance,1993,119,Drama,7.9,12.28
True Romance,1993,119,Romance,7.9,12.28
X-Men: Days of Future Past,2014,132,Action,7.9,233.92
X-Men: Days of Future Past,2014,132,Adventure,7.9,233.92
X-Men: Days of Future Past,2014,132,Sci-Fi,7.9,233.92
Harry Potter and the Prisoner of Azkaban,2004,142,Adventure,7.9,249.36
Harry Potter and the Prisoner of Azkaban,2004,142,Family,7.9,249.36
Harry Potter and the Prisoner of Azkaban,2004,142,Fantasy,7.9,249.36
Star Trek,2009,127,Action,7.9,257.73
Star Trek,2009,127,Adventure,7.9,257.73
Star Trek,2009,127,Sci-Fi,7.9,257.73
Boogie Nights,1997,155,Drama,7.9,26.4
Almost Famous,2000,122,Adventure,7.9,32.53
Almost Famous,2000,122,Comedy,7.9,32.53
Almost Famous,2000,122,Drama,7.9,32.53
Thor: Ragnarok,2017,130,Action,7.9,315.06
Thor: Ragnarok,2017,130,Adventure,7.9,315.06
Thor: Ragnarok,2017,130,Comedy,7.9,315.06
Bohemian Rhapsody,2018,134,Biography,7.9,216.43
Bohemian Rhapsody,2018,134,Drama,7.9,216.43
Bohemian Rhapsody,2018,134,Music,7.9,216.43
E.T. the Extra-Terrestrial,1982,115,Adventure,7.9,435.11
E.T. the Extra-Terrestrial,1982,115,Family,7.9,435.11
E.T. the Extra-Terrestrial,1982,115,Sci-Fi,7.9,435.11
Shaun of the Dead,2004,99,Comedy,7.9,13.54
Shaun of the Dead,2004,99,Horror,7.9,13.54
Jojo Rabbit,2019,108,Comedy,7.9,33.37
Jojo Rabbit,2019,108,Drama,7.9,33.37
Jojo Rabbit,2019,108,War,7.9,33.37
Shrek,2001,90,Animation,7.9,267.67
Shrek,2001,90,Adventure,7.9,267.67
Shrek,2001,90,Comedy,7.9,267.67
In Bruges,2008,107,Comedy,7.9,7.76
In Bruges,2008,107,Crime,7.9,7.76
In Bruges,2008,107,Drama,7.9,7.76
Children of Men,2006,109,Action,7.9,35.55
Children of Men,2006,109,Drama,7.9,35.55
Children of Men,2006,109,Sci-Fi,7.9,35.55
The Blues Brothers,1980,133,Action,7.9,57.23
The Blues Brothers,1980,133,Adventure,7.9,57.23
The Blues Brothers,1980,133,Comedy,7.9,57.23
Dallas Buyers Club,2013,117,Biography,7.9,27.3
Dallas Buyers Club,2013,117,Drama,7.9,27.3
Mystic River,2003,138,Crime,7.9,90.14
Mystic River,2003,138,Drama,7.9,90.14
Mystic River,2003,138,Mystery,7.9,90.14
The Bourne Identity,2002,119,Action,7.9,121.66
The Bourne Identity,2002,119,Mystery,7.9,121.66
The Bourne Identity,2002,119,Thriller,7.9,121.66
Edward Scissorhands,1990,105,Drama,7.9,56.36
Edward Scissorhands,1990,105,Fantasy,7.9,56.36
Edward Scissorhands,1990,105,Romance,7.9,56.36
District 9,2009,112,Action,7.9,115.65
District 9,2009,112,Sci-Fi,7.9,115.65
District 9,2009,112,Thriller,7.9,115.65
Life of Pi,2012,127,Adventure,7.9,124.99
Life of Pi,2012,127,Drama,7.9,124.99
Life of Pi,2012,127,Fantasy,7.9,124.99
Wonder,2017,113,Drama,7.9,132.42
Wonder,2017,113,Family,7.9,132.42
Marriage Story,2019,137,Drama,7.9,2
Marriage Story,2019,137,Romance,7.9,2
All the President's Men,1976,138,Drama,7.9,70.6
All the President's Men,1976,138,History,7.9,70.6
All the President's Men,1976,138,Thriller,7.9,70.6
Toy Story 2,1999,92,Animation,7.9,245.85
Toy Story 2,1999,92,Adventure,7.9,245.85
Toy Story 2,1999,92,Comedy,7.9,245.85
Sullivan's Travels,1941,90,Adventure,7.9,0
Sullivan's Travels,1941,90,Comedy,7.9,0
Sullivan's Travels,1941,90,Drama,7.9,0
Boyhood,2014,165,Drama,7.9,25.38
The Nightmare Before Christmas,1993,76,Animation,7.9,75.08
The Nightmare Before Christmas,1993,76,Family,7.9,75.08
The Nightmare Before Christmas,1993,76,Fantasy,7.9,75.08
Bound by Honor,1993,180,Crime,7.9,4.5
Bound by Honor,1993,180,Drama,7.9,4.5
This Is Spinal Tap,1984,82,Comedy,7.9,4.74
This Is Spinal Tap,1984,82,Music,7.9,4.74
Spartacus,1960,197,Adventure,7.9,30
Spartacus,1960,197,Biography,7.9,30
Spartacus,1960,197,Drama,7.9,30
The Searchers,1956,119,Adventure,7.9,0
The Searchers,1956,119,Drama,7.9,0
The Searchers,1956,119,Western,7.9,0
Brazil,1985,132,Drama,7.9,9.93
Brazil,1985,132,Sci-Fi,7.9,9.93
The Man from Earth,2007,87,Drama,7.9,0
The Man from Earth,2007,87,Fantasy,7.9,0
The Man from Earth,2007,87,Mystery,7.9,0
Before Midnight,2013,109,Drama,7.9,8.11
Before Midnight,2013,109,Romance,7.9,8.11
The Ten Commandments,1956,220,Adventure,7.9,93.74
The Ten Commandments,1956,220,Drama,7.9,93.74
The Ten Commandments,1956,220,Family,7.9,93.74
Carlito's Way,1993,144,Crime,7.9,36.95
Carlito's Way,1993,144,Drama,7.9,36.95
Carlito's Way,1993,144,Thriller,7.9,36.95
A Fistful of Dollars,1964,99,Action,7.9,14.5
A Fistful of Dollars,1964,99,Drama,7.9,14.5
A Fistful of Dollars,1964,99,Western,7.9,14.5
Ghost in the Shell,1995,83,Animation,7.9,0.52
Ghost in the Shell,1995,83,Action,7.9,0.52
Ghost in the Shell,1995,83,Crime,7.9,0.52
"Crouching Tiger, Hidden Dragon",2000,120,Action,7.9,128.08
"Crouching Tiger, Hidden Dragon",2000,120,Adventure,7.9,128.08
"Crouching Tiger, Hidden Dragon",2000,120,Drama,7.9,128.08
Nosferatu,1922,94,Fantasy,7.9,0
Nosferatu,1922,94,Horror,7.9,0
In the Heat of the Night,1967,110,Drama,7.9,24.38
In the Heat of the Night,1967,110,Mystery,7.9,24.38
In the Heat of the Night,1967,110,Thriller,7.9,24.38
Let the Right One In,2008,114,Drama,7.9,2.12
Let the Right One In,2008,114,Fantasy,7.9,2.12
Let the Right One In,2008,114,Horror,7.9,2.12
The Lion in Winter,1968,134,Biography,7.9,22.28
The Lion in Winter,1968,134,Drama,7.9,22.28
The Lion in Winter,1968,134,History,7.9,22.28
The Wrestler,2008,109,Drama,7.9,26.24
The Wrestler,2008,109,Sport,7.9,26.24
The Wrestler,2008,109,Thriller,7.9,26.24
The Wild Bunch,1969,135,Action,7.9,12.06
The Wild Bunch,1969,135,Adventure,7.9,12.06
The Wild Bunch,1969,135,Drama,7.9,12.06
The Raid 2,2014,150,Action,7.9,2.63
The Raid 2,2014,150,Crime,7.9,2.63
The Raid 2,2014,150,Thriller,7.9,2.63
A Streetcar Named Desire,1951,122,Drama,7.9,8
Once Were Warriors,1994,102,Crime,7.9,2.2
Once Were Warriors,1994,102,Drama,7.9,2.2
Doctor Zhivago,1965,197,Drama,7.9,111.72
Doctor Zhivago,1965,197,Romance,7.9,111.72
Doctor Zhivago,1965,197,War,7.9,111.72
Notorious,1946,102,Drama,7.9,10.46
Notorious,1946,102,Film-Noir,7.9,10.46
Notorious,1946,102,Romance,7.9,10.46
About Elly,2009,119,Drama,7.9,0.11
About Elly,2009,119,Mystery,7.9,0.11
Charade,1963,113,Comedy,7.9,13.47
Charade,1963,113,Mystery,7.9,13.47
Charade,1963,113,Romance,7.9,13.47
The Manchurian Candidate,1962,126,Drama,7.9,0
The Manchurian Candidate,1962,126,Thriller,7.9,0
The Artist,2011,100,Comedy,7.9,44.67
The Artist,2011,100,Drama,7.9,44.67
The Artist,2011,100,Romance,7.9,44.67
Hero,2002,120,Action,7.9,53.71
Hero,2002,120,Adventure,7.9,53.71
Hero,2002,120,Drama,7.9,53.71
Sing Street,2016,106,Comedy,7.9,3.24
Sing Street,2016,106,Drama,7.9,3.24
Sing Street,2016,106,Music,7.9,3.24
Harold and Maude,1971,91,Comedy,7.9,0
Harold and Maude,1971,91,Drama,7.9,0
Harold and Maude,1971,91,Romance,7.9,0
Shoplifters,2018,121,Crime,7.9,3.31
Shoplifters,2018,121,Drama,7.9,3.31
Shoplifters,2018,121,Thriller,7.9,3.31
Dancer in the Dark,2000,140,Crime,7.9,4.18
Dancer in the Dark,2000,140,Drama,7.9,4.18
Dancer in the Dark,2000,140,Musical,7.9,4.18
Togo,2019,113,Adventure,7.9,0
Togo,2019,113,Biography,7.9,0
Togo,2019,113,Drama,7.9,0
Rope,1948,80,Crime,7.9,0
Rope,1948,80,Drama,7.9,0
Rope,1948,80,Mystery,7.9,0
A Christmas Story,1983,93,Comedy,7.9,20.61
A Christmas Story,1983,93,Family,7.9,20.61
King Kong,1933,100,Adventure,7.9,10
King Kong,1933,100,Horror,7.9,10
King Kong,1933,100,Sci-Fi,7.9,10
The Killing,1956,84,Crime,7.9,0
The Killing,1956,84,Drama,7.9,0
The Killing,1956,84,Film-Noir,7.9,0
Strangers on a Train,1951,101,Crime,7.9,7.63
Strangers on a Train,1951,101,Drama,7.9,7.63
Strangers on a Train,1951,101,Film-Noir,7.9,7.63
The Big Sleep,1946,114,Crime,7.9,6.54
The Big Sleep,1946,114,Film-Noir,7.9,6.54
The Big Sleep,1946,114,Mystery,7.9,6.54
Patton,1970,172,Biography,7.9,61.7
Patton,1970,172,Drama,7.9,61.7
Patton,1970,172,War,7.9,61.7
Short Term 12,2013,96,Drama,7.9,1.01
The Philadelphia Story,1940,112,Comedy,7.9,0
The Philadelphia Story,1940,112,Romance,7.9,0
In a Lonely Place,1950,94,Drama,7.9,0
In a Lonely Place,1950,94,Film-Noir,7.9,0
In a Lonely Place,1950,94,Mystery,7.9,0
Three Colors: Blue,1993,94,Drama,7.9,1.32
Three Colors: Blue,1993,94,Music,7.9,1.32
Three Colors: Blue,1993,94,Mystery,7.9,1.32
Cat on a Hot Tin Roof,1958,108,Drama,7.9,17.57
The Adventures of Robin Hood,1938,102,Action,7.9,3.98
The Adventures of Robin Hood,1938,102,Adventure,7.9,3.98
The Adventures of Robin Hood,1938,102,Romance,7.9,3.98
Arsenic and Old Lace,1944,118,Comedy,7.9,0
Arsenic and Old Lace,1944,118,Crime,7.9,0
Arsenic and Old Lace,1944,118,Thriller,7.9,0
Talk to Her,2002,112,Drama,7.9,9.36
Talk to Her,2002,112,Mystery,7.9,9.36
Talk to Her,2002,112,Romance,7.9,9.36
Laura,1944,88,Drama,7.9,4.36
Laura,1944,88,Film-Noir,7.9,4.36
Laura,1944,88,Mystery,7.9,4.36
The Conformist,1970,113,Drama,7.9,0.54
Amour,2012,127,Drama,7.9,6.74
Head-On,2004,121,Drama,7.9,0
Head-On,2004,121,Romance,7.9,0
The Way He Looks,2014,96,Drama,7.9,0.1
The Way He Looks,2014,96,Romance,7.9,0.1
Mildred Pierce,1945,111,Crime,7.9,0
Mildred Pierce,1945,111,Drama,7.9,0
Mildred Pierce,1945,111,Film-Noir,7.9,0
A Taxi Driver,2017,137,Action,7.9,1.53
A Taxi Driver,2017,137,Drama,7.9,1.53
A Taxi Driver,2017,137,History,7.9,1.53
In Cold Blood,1967,134,Biography,7.9,0
In Cold Blood,1967,134,Crime,7.9,0
In Cold Blood,1967,134,Drama,7.9,0
My Name Is Khan,2010,165,Adventure,7.9,4.02
My Name Is Khan,2010,165,Drama,7.9,4.02
My Name Is Khan,2010,165,Romance,7.9,4.02
3-Iron,2004,88,Crime,7.9,0.24
3-Iron,2004,88,Drama,7.9,0.24
3-Iron,2004,88,Romance,7.9,0.24
The Sacrifice,1986,149,Drama,7.9,0.3
Kal Ho Naa Ho,2003,186,Comedy,7.9,1.79
Kal Ho Naa Ho,2003,186,Drama,7.9,1.79
Kal Ho Naa Ho,2003,186,Musical,7.9,1.79
Harvey,1950,104,Comedy,7.9,0
Harvey,1950,104,Drama,7.9,0
Harvey,1950,104,Fantasy,7.9,0
The Thin Man,1934,91,Comedy,7.9,0
The Thin Man,1934,91,Crime,7.9,0
The Thin Man,1934,91,Mystery,7.9,0
Kagemusha,1980,162,Drama,7.9,0
Kagemusha,1980,162,History,7.9,0
Kagemusha,1980,162,War,7.9,0
I Remember,1973,123,Comedy,7.9,0.58
I Remember,1973,123,Drama,7.9,0.58
Gully Boy,2019,154,Drama,7.9,5.57
Gully Boy,2019,154,Music,7.9,5.57
Gully Boy,2019,154,Romance,7.9,5.57
The Lost Weekend,1945,101,Drama,7.9,9.46
The Lost Weekend,1945,101,Film-Noir,7.9,9.46
C.R.A.Z.Y.,2005,129,Comedy,7.9,0
C.R.A.Z.Y.,2005,129,Drama,7.9,0
Elevator to the Gallows,1958,91,Crime,7.9,0.11
Elevator to the Gallows,1958,91,Drama,7.9,0.11
Elevator to the Gallows,1958,91,Thriller,7.9,0.11
Super 30,2019,154,Biography,7.9,2.27
Super 30,2019,154,Drama,7.9,2.27
Miracle on 34th Street,1947,96,Comedy,7.9,2.65
Miracle on 34th Street,1947,96,Drama,7.9,2.65
Miracle on 34th Street,1947,96,Family,7.9,2.65
Hiroshima Mon Amour,1959,90,Drama,7.9,0.09
Hiroshima Mon Amour,1959,90,Romance,7.9,0.09
The Big Heat,1953,89,Crime,7.9,0
The Big Heat,1953,89,Film-Noir,7.9,0
The Big Heat,1953,89,Thriller,7.9,0
"4 Months, 3 Weeks and 2 Days",2007,113,Drama,7.9,1.19
Jab We Met,2007,138,Comedy,7.9,0.41
Jab We Met,2007,138,Drama,7.9,0.41
Jab We Met,2007,138,Romance,7.9,0.41
Nine Queens,2000,114,Crime,7.9,1.22
Nine Queens,2000,114,Drama,7.9,1.22
Nine Queens,2000,114,Thriller,7.9,1.22
Beauty and the Beast,1946,93,Drama,7.9,0.3
Beauty and the Beast,1946,93,Fantasy,7.9,0.3
Beauty and the Beast,1946,93,Romance,7.9,0.3
Battleship Potemkin,1925,66,Drama,7.9,0.05
Battleship Potemkin,1925,66,History,7.9,0.05
Battleship Potemkin,1925,66,Thriller,7.9,0.05
The Red Circle,1970,140,Crime,7.9,0.37
The Red Circle,1970,140,Drama,7.9,0.37
The Red Circle,1970,140,Thriller,7.9,0.37
Dev.D,2009,144,Comedy,7.9,0.01
Dev.D,2009,144,Drama,7.9,0.01
Dev.D,2009,144,Romance,7.9,0.01
The Rules of the Game,1939,110,Comedy,7.9,0
The Rules of the Game,1939,110,Drama,7.9,0
No Man's Land,2001,98,Comedy,7.9,1.06
No Man's Land,2001,98,Drama,7.9,1.06
No Man's Land,2001,98,War,7.9,1.06
The Return,2003,110,Drama,7.9,0.5
Through a Glass Darkly,1961,90,Drama,7.9,0
Pad Man,2018,140,Comedy,7.9,1.66
Pad Man,2018,140,Drama,7.9,1.66
Badhaai Ho,2018,124,Comedy,7.9,0
Badhaai Ho,2018,124,Drama,7.9,0
Baby,2015,159,Action,7.9,0
Baby,2015,159,Crime,7.9,0
Baby,2015,159,Thriller,7.9,0
Airlift,2016,130,Action,7.9,0
Airlift,2016,130,Drama,7.9,0
Airlift,2016,130,History,7.9,0
The Batman,2022,176,Action,7.8,369.35
The Batman,2022,176,Crime,7.8,369.35
The Batman,2022,176,Drama,7.8,369.35
Everything Everywhere All at Once,2022,139,Action,7.8,72.86
Everything Everywhere All at Once,2022,139,Adventure,7.8,72.86
Everything Everywhere All at Once,2022,139,Comedy,7.8,72.86
A Bronx Tale,1993,121,Crime,7.8,17.27
A Bronx Tale,1993,121,Drama,7.8,17.27
The Breakfast Club,1985,97,Comedy,7.8,45.88
The Breakfast Club,1985,97,Drama,7.8,45.88
Tombstone,1993,130,Biography,7.8,56.51
Tombstone,1993,130,Drama,7.8,56.51
Tombstone,1993,130,History,7.8,56.51
Moonrise Kingdom,2012,94,Comedy,7.8,45.51
Moonrise Kingdom,2012,94,Drama,7.8,45.51
Moonrise Kingdom,2012,94,Family,7.8,45.51
The Big Short,2015,130,Biography,7.8,70.26
The Big Short,2015,130,Comedy,7.8,70.26
The Big Short,2015,130,Drama,7.8,70.26
The Gentlemen,2019,113,Action,7.8,36.47
The Gentlemen,2019,113,Comedy,7.8,36.47
The Gentlemen,2019,113,Crime,7.8,36.47
Drive,2011,100,Action,7.8,35.06
Drive,2011,100,Drama,7.8,35.06
Hot Fuzz,2007,121,Action,7.8,23.64
Hot Fuzz,2007,121,Comedy,7.8,23.64
Hot Fuzz,2007,121,Mystery,7.8,23.64
Call Me by Your Name,2017,132,Drama,7.8,18.1
Call Me by Your Name,2017,132,Romance,7.8,18.1
The Notebook,2004,123,Drama,7.8,81
The Notebook,2004,123,Romance,7.8,81
Get Out,2017,104,Horror,7.8,176.04
Get Out,2017,104,Mystery,7.8,176.04
Get Out,2017,104,Thriller,7.8,176.04
All Quiet on the Western Front,2022,148,Action,7.8,0
All Quiet on the Western Front,2022,148,Drama,7.8,0
All Quiet on the Western Front,2022,148,War,7.8,0
Dunkirk,2017,106,Action,7.8,188.37
Dunkirk,2017,106,Drama,7.8,188.37
Dunkirk,2017,106,History,7.8,188.37
Pride & Prejudice,2005,129,Drama,7.8,38.41
Pride & Prejudice,2005,129,Romance,7.8,38.41
The Hateful Eight,2015,168,Crime,7.8,54.12
The Hateful Eight,2015,168,Drama,7.8,54.12
The Hateful Eight,2015,168,Mystery,7.8,54.12
RRR,2022,187,Action,7.8,14.5
RRR,2022,187,Drama,7.8,14.5
Ghostbusters,1984,105,Action,7.8,238.63
Ghostbusters,1984,105,Comedy,7.8,238.63
Ghostbusters,1984,105,Fantasy,7.8,238.63
Hidden Figures,2016,127,Biography,7.8,169.61
Hidden Figures,2016,127,Drama,7.8,169.61
Hidden Figures,2016,127,History,7.8,169.61
About Time,2013,123,Comedy,7.8,15.32
About Time,2013,123,Drama,7.8,15.32
About Time,2013,123,Fantasy,7.8,15.32
Predator,1987,107,Action,7.8,59.74
Predator,1987,107,Adventure,7.8,59.74
Predator,1987,107,Horror,7.8,59.74
The Irishman,2019,209,Biography,7.8,7
The Irishman,2019,209,Crime,7.8,7
The Irishman,2019,209,Drama,7.8,7
The Social Network,2010,120,Biography,7.8,96.96
The Social Network,2010,120,Drama,7.8,96.96
Little Women,2019,135,Drama,7.8,108.1
Little Women,2019,135,Romance,7.8,108.1
Ferris Bueller's Day Off,1986,103,Comedy,7.8,70.14
Rogue One: A Star Wars Story,2016,133,Action,7.8,532.18
Rogue One: A Star Wars Story,2016,133,Adventure,7.8,532.18
Rogue One: A Star Wars Story,2016,133,Sci-Fi,7.8,532.18
The Curious Case of Benja   Button,2008,166,Drama,7.8,127.51
The Curious Case of Benja   Button,2008,166,Fantasy,7.8,127.51
The Curious Case of Benja   Button,2008,166,Romance,7.8,127.51
Isle of Dogs,2018,101,Animation,7.8,32.02
Isle of Dogs,2018,101,Adventure,7.8,32.02
Isle of Dogs,2018,101,Comedy,7.8,32.02
Apocalypto,2006,139,Action,7.8,50.87
Apocalypto,2006,139,Adventure,7.8,50.87
Apocalypto,2006,139,Drama,7.8,50.87
Atonement,2007,123,Drama,7.8,50.93
Atonement,2007,123,Mystery,7.8,50.93
Atonement,2007,123,Romance,7.8,50.93
The Sandlot,1993,101,Comedy,7.8,32.42
The Sandlot,1993,101,Drama,7.8,32.42
The Sandlot,1993,101,Family,7.8,32.42
The Hobbit: An Unexpected Journey,2012,169,Adventure,7.8,303
The Hobbit: An Unexpected Journey,2012,169,Fantasy,7.8,303
American Gangster,2007,157,Biography,7.8,130.16
American Gangster,2007,157,Crime,7.8,130.16
American Gangster,2007,157,Drama,7.8,130.16
Nightcrawler,2014,117,Crime,7.8,32.38
Nightcrawler,2014,117,Drama,7.8,32.38
Nightcrawler,2014,117,Thriller,7.8,32.38
The Last Samurai,2003,154,Action,7.8,111.11
The Last Samurai,2003,154,Drama,7.8,111.11
Captain America: Civil War,2016,147,Action,7.8,408.08
Captain America: Civil War,2016,147,Sci-Fi,7.8,408.08
The Girl with the Dragon Tattoo,2011,158,Crime,7.8,102.52
The Girl with the Dragon Tattoo,2011,158,Drama,7.8,102.52
The Girl with the Dragon Tattoo,2011,158,Mystery,7.8,102.52
Star Wars: Episode VII - The Force Awakens,2015,138,Action,7.8,936.66
Star Wars: Episode VII - The Force Awakens,2015,138,Adventure,7.8,936.66
Star Wars: Episode VII - The Force Awakens,2015,138,Sci-Fi,7.8,936.66
Little Miss Sunshine,2006,101,Comedy,7.8,59.89
Little Miss Sunshine,2006,101,Drama,7.8,59.89
Back to the Future Part II,1989,108,Adventure,7.8,118.5
Back to the Future Part II,1989,108,Comedy,7.8,118.5
Back to the Future Part II,1989,108,Sci-Fi,7.8,118.5
The Worst Person in the World,2021,128,Comedy,7.8,0
The Worst Person in the World,2021,128,Drama,7.8,0
The Worst Person in the World,2021,128,Romance,7.8,0
Captain Fantastic,2016,118,Comedy,7.8,5.88
Captain Fantastic,2016,118,Drama,7.8,5.88
Thirteen Lives,2022,147,Action,7.8,0
Thirteen Lives,2022,147,Adventure,7.8,0
Thirteen Lives,2022,147,Biography,7.8,0
Captain America: The Winter Soldier,2014,136,Action,7.8,259.77
Captain America: The Winter Soldier,2014,136,Adventure,7.8,259.77
Captain America: The Winter Soldier,2014,136,Sci-Fi,7.8,259.77
Captain Phillips,2013,134,Action,7.8,107.1
Captain Phillips,2013,134,Biography,7.8,107.1
Captain Phillips,2013,134,Crime,7.8,107.1
Remember the Titans,2000,113,Biography,7.8,115.65
Remember the Titans,2000,113,Drama,7.8,115.65
Remember the Titans,2000,113,Sport,7.8,115.65
Willy Wonka & the Chocolate Factory,1971,100,Family,7.8,4
Willy Wonka & the Chocolate Factory,1971,100,Fantasy,7.8,4
Willy Wonka & the Chocolate Factory,1971,100,Musical,7.8,4
Manchester by the Sea,2016,137,Drama,7.8,47.7
The Untouchables,1987,119,Crime,7.8,76.27
The Untouchables,1987,119,Drama,7.8,76.27
The Untouchables,1987,119,Thriller,7.8,76.27
Skyfall,2012,143,Action,7.8,304.36
Skyfall,2012,143,Adventure,7.8,304.36
Skyfall,2012,143,Thriller,7.8,304.36
Taken,2008,90,Action,7.8,145
Taken,2008,90,Crime,7.8,145
Taken,2008,90,Thriller,7.8,145
Cast Away,2000,143,Adventure,7.8,233.63
Cast Away,2000,143,Drama,7.8,233.63
Cast Away,2000,143,Romance,7.8,233.63
The Fugitive,1993,130,Action,7.8,183.88
The Fugitive,1993,130,Crime,7.8,183.88
The Fugitive,1993,130,Drama,7.8,183.88
The Hobbit: The Desolation of Smaug,2013,161,Fantasy,7.8,258.37
I Saw the Devil,2010,144,Action,7.8,0.13
I Saw the Devil,2010,144,Crime,7.8,0.13
I Saw the Devil,2010,144,Thriller,7.8,0.13
Big Hero 6,2014,102,Animation,7.8,222.53
Big Hero 6,2014,102,Action,7.8,222.53
Big Hero 6,2014,102,Adventure,7.8,222.53
Boyz n the Hood,1991,112,Crime,7.8,57.5
Boyz n the Hood,1991,112,Drama,7.8,57.5
Misery,1990,107,Drama,7.8,61.28
Misery,1990,107,Thriller,7.8,61.28
Midnight Cowboy,1969,113,Drama,7.8,44.79
Mary Poppins,1964,139,Comedy,7.8,102.27
Mary Poppins,1964,139,Family,7.8,102.27
Mary Poppins,1964,139,Fantasy,7.8,102.27
The Holy Mountain,1973,114,Adventure,7.8,0.06
The Holy Mountain,1973,114,Drama,7.8,0.06
The Holy Mountain,1973,114,Fantasy,7.8,0.06
Gattaca,1997,106,Drama,7.8,12.34
Gattaca,1997,106,Sci-Fi,7.8,12.34
Gattaca,1997,106,Thriller,7.8,12.34
Glory,1989,122,Biography,7.8,26.83
